Datum,SKU,Shop,Stav,Název v shopu,Cena v shopu,Měna,€ s DPH,€ bez DPH,DPH,Dostupnost,Zdroj,Poznámka,URL
2026-08-28,SH-ULT-FC,mantel.com,OK,Shimano Ultegra FC-R8100 Klinge,156.0,DKK,20.87,17.25,21 %,skladem,jsonld,"jiná měna než čekáme (DKK místo EUR) – ověř, zda cena obsahuje DPH; ověřit variantu",https://www.mantel.com/dk/shimano-ultegra-fc-r8100-klinge
2026-08-28,SH-ULT-FC-PM,mantel.com,OK,INPEAK Powercrank-E TWIN2 Ultegra FC-R8100 Road Bike Power Meter,809.95,EUR,809.95,669.38,21 %,skladem,jsonld,ověřit variantu,https://www.mantel.com/en/inpeak-powercrank-e-twin2-ultegra-fc-r8100
2026-08-28,SH-ULT-CS,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-CN,mantel.com,OK,Shimano XT & Ultegra CN-M8100 12 Speed Chain,32.95,EUR,32.95,27.23,21 %,skladem,jsonld,,https://www.mantel.com/en/shimano-xt-cn-m8100-12-speed-chain
2026-08-28,SH-ULT-SET,mantel.com,OK,Shimano Ultegra R8170 Di2 Disc Groupset,1229.0,EUR,1229.0,1015.7,21 %,skladem,jsonld,,https://www.mantel.com/en/shimano-ultegra-r8170-di2-disc-groupset
2026-08-28,SH-ULT-SET-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-STBR,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-RD,mantel.com,OK,Galets de Dérailleur Shimano RD-R9250,34.66,EUR,34.66,28.64,21 %,skladem,jsonld,,https://www.mantel.com/fr/galets-de-derailleur-shimano-rd-r9250
2026-08-28,SH-DA-FD,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-FC,mantel.com,OK,Shimano Dura-Ace FC-R9200 Klinge,234.0,DKK,31.31,25.87,21 %,skladem,jsonld,"jiná měna než čekáme (DKK místo EUR) – ověř, zda cena obsahuje DPH; ověřit variantu",https://www.mantel.com/dk/shimano-dura-ace-fc-r9200-klinge
2026-08-28,SH-DA-FC-PM,mantel.com,OK,"Magura Adapter QM 45, PM 180-220 / PM 140-180",10.0,EUR,10.0,8.26,21 %,skladem,jsonld,ověřit variantu,https://www.mantel.com/magura-adapter-qm-45-pm-180-220-pm-140-180
2026-08-28,SH-DA-CS,mantel.com,OK,Shimano Dura Ace CS-R9200 Cassette,222.95,EUR,222.95,184.26,21 %,skladem,jsonld,ověřit variantu,https://www.mantel.com/en/shimano-dura-ace-cs-r9200-cassette
2026-08-28,SH-DA-CN,mantel.com,OK,Chaîne Shimano R9200 Dura-Ace / CN-M9100 XTR 12v,49.54,EUR,49.54,40.94,21 %,skladem,jsonld,,https://www.mantel.com/fr/chaine-shimano-r9200-dura-ace-cn-m9100-xtr-12v
2026-08-28,SH-DA-SET,mantel.com,OK,Shimano Dura Ace R9200 Di2 Disc Groupset,2049.0,EUR,2049.0,1693.39,21 %,skladem,jsonld,,https://www.mantel.com/en/shimano-dura-ace-r9200-di2-disc-groupset
2026-08-28,SH-DA-SET-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-BT-DN300,mantel.com,OK,Shimano Shimano Di2 E-TUBE BT-DN300 Lithium-Ion Battery,149.99,EUR,149.99,123.96,21 %,skladem,jsonld,,https://www.mantel.com/en/shimano-shimano-di2-e-tube-bt-dn300-lithium-ion-battery
2026-08-28,SH-X-EW-EC300,mantel.com,OK,Shimano Di2 Charge EW-EC300 Electric Wire,33.95,EUR,33.95,28.06,21 %,skladem,jsonld,,https://www.mantel.com/en/shimano-di2-charge-12-speed-electric-wire
2026-08-28,SH-X-RT-CL800,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-RT-CL900,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-STBR,mantel.com,OK,SRAM RED AXS E1 Shifter Set,499.0,EUR,499.0,412.4,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-red-axs-e1-shifter-set
2026-08-28,SR-RED-RD,mantel.com,OK,SRAM RED AXS E1 Rear Derailleur,569.0,EUR,569.0,470.25,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-red-axs-e1-rear-derailleur
2026-08-28,SR-RED-FD,mantel.com,OK,SRAM RED AXS E1 Front Derailleur,365.0,EUR,365.0,301.65,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-red-axs-e1-front-derailleur
2026-08-28,SR-RED-FC,mantel.com,OK,SRAM RED E1 DUB Crankset,589.0,EUR,589.0,486.78,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-red-e1-dub
2026-08-28,SR-RED-FC-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-CS,mantel.com,OK,SRAM XG-1290 E1 Cassette,269.95,EUR,269.95,223.1,21 %,skladem,jsonld,ověřit variantu,https://www.mantel.com/en/sram-xg-1290-e1-cassette
2026-08-28,SR-RED-CN,mantel.com,OK,SRAM Red AXS E1 chain,68.95,EUR,68.95,56.98,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-red-axs-e1-chain
2026-08-28,SR-RED-SET,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-SET-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-STBR,mantel.com,OK,SRAM Force AXS E1 Shifters,279.0,EUR,279.0,230.58,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-force-axs-e1-shifters
2026-08-28,SR-FORCE-RD,mantel.com,OK,SRAM Force AXS E1 Rear Derailleur,289.0,EUR,289.0,238.84,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-force-axs-e1-rd-rear-derailleur
2026-08-28,SR-FORCE-FD,mantel.com,OK,SRAM Force AXS E1 Front Derailleur,209.0,EUR,209.0,172.73,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-force-axs-e1-embargo-17-6-front-derailleur
2026-08-28,SR-FORCE-FC,mantel.com,OK,SRAM Force E1 DUB Crankset,139.95,EUR,139.95,115.66,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-force-e1-dub-cs-crankset
2026-08-28,SR-FORCE-FC-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-CS,mantel.com,OK,SRAM XG-1270 E1 Cassette,144.95,EUR,144.95,119.79,21 %,skladem,jsonld,ověřit variantu,https://www.mantel.com/en/sram-xg-1270-e1-cassette
2026-08-28,SR-FORCE-CN,mantel.com,OK,SRAM Force E1 FlatTop Chain,40.95,EUR,40.95,33.84,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-force-e1-flattop-chain
2026-08-28,SR-FORCE-SET,mantel.com,OK,Kit SRAM Force AXS E1 Road,990.74,EUR,990.74,818.79,21 %,skladem,jsonld,,https://www.mantel.com/fr/kit-sram-force-axs-e1-road
2026-08-28,SR-FORCE-SET-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-STBR,mantel.com,OK,SRAM Rival AXS E1 Road Bike Shifters,196.95,EUR,196.95,162.77,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-rival-axs-e1-road-bike-shifters
2026-08-28,SR-RIVAL-RD,mantel.com,OK,SRAM Rival AXS E1 Rear Derailleur,223.95,EUR,223.95,185.08,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-rival-axs-e1-rd-rear-derailleur
2026-08-28,SR-RIVAL-FD,mantel.com,OK,SRAM Rival AXS E1 Front Derailleur,129.0,EUR,129.0,106.61,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-rival-axs-e1-embargo-17-6-front-derailleur
2026-08-28,SR-RIVAL-FC,mantel.com,OK,SRAM Rival E1 DUB Crankset,135.0,EUR,135.0,111.57,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-rival-e1-dub-crankset
2026-08-28,SR-RIVAL-FC-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-CS,mantel.com,OK,SRAM Rival XG-1250 12 Speed Cassette,94.95,EUR,94.95,78.47,21 %,skladem,jsonld,ověřit variantu,https://www.mantel.com/en/sram-rival-xg-1250-cassette-cassette
2026-08-28,SR-RIVAL-CN,mantel.com,OK,SRAM Rival E1 FlatTop Chain,29.95,EUR,29.95,24.75,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-rival-e1-flattop-chain
2026-08-28,SR-RIVAL-SET,mantel.com,OK,Kit SRAM Rival AXS E1 Road,703.14,EUR,703.14,581.11,21 %,skladem,jsonld,,https://www.mantel.com/fr/kit-sram-rival-axs-e1-road
2026-08-28,SR-RIVAL-SET-PM,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-D2-SET,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-D1-SET,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-D1-SET,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-BATTERY,mantel.com,OK,SRAM eTAP AXS Battery,47.95,EUR,47.95,39.63,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-etap-axs-battery
2026-08-28,SR-X-CHARGER,mantel.com,OK,SRAM eTap AXS Battery Charger,41.95,EUR,41.95,34.67,21 %,skladem,jsonld,,https://www.mantel.com/en/sram-etap-axs-battery-charger
2026-08-28,SR-X-PACELINE-160,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-PACELINE-X-160,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-CENTERLINE-XR-160,mantel.com,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-STBR,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-105-RD,rosebikes.de,OK,105 RD-R7150 Di2 Schaltwerk,159.95,EUR,159.95,134.41,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-105-rd-r7150-di2-schaltwerk-2713288
2026-08-28,SH-105-FD,rosebikes.de,OK,105 FD-R7150 Di2 Umwerfer 2-/12-fach,84.95,EUR,84.95,71.39,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-105-fd-r7150-di2-umwerfer-2-12-fach-2713285
2026-08-28,SH-105-FC,rosebikes.de,OK,105 FC-R7100 Hollowtech II Kurbel 2 x 12-fach (50/34),71.95,EUR,71.95,60.46,19 %,vyprodáno,jsonld,vyprodáno,https://www.rosebikes.de/p/shimano-105-fc-r7100-hollowtech-ii-kurbel-2-x-12-fach-5034-2701936
2026-08-28,SH-105-CS,rosebikes.de,OK,105 CS-R7100 12-fach Zahnkranz,49.95,EUR,49.95,41.97,19 %,vyprodáno,jsonld,ověřit variantu; vyprodáno,https://www.rosebikes.de/p/shimano-105-cs-r7100-12-fach-zahnkranz-2713281
2026-08-28,SH-105-CS2,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-105-CN,rosebikes.de,OK,SLX / 105 CN-M7100 HG+ 12-fach Kette,21.95,EUR,21.95,18.45,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-slx-105-cn-m7100-hg-12-fach-kette-2678996
2026-08-28,SH-105-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-ULT-STBR,rosebikes.de,OK,Ultegra Di2 ST-R8170 STI Brems-/Schalthebelkombination mit BR-R8170 Scheibenbremse J-Kit Direct,278.95,EUR,278.95,234.41,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-ultegra-di2-st-r8170-sti-brems-schalthebelkombination-mit-br-r8170-scheibenbremse-j-kit-direct-2700381
2026-08-28,SH-ULT-RD,rosebikes.de,OK,Ultegra RD-R8150 Di2 Schaltwerk 12-fach,254.95,EUR,254.95,214.24,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-ultegra-rd-r8150-di2-schaltwerk-12-fach-165824
2026-08-28,SH-ULT-FD,rosebikes.de,OK,Ultegra FD-R8150 Di2 Umwerfer 2-/12-fach,173.95,EUR,173.95,146.18,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-ultegra-fd-r8150-di2-umwerfer-2-12-fach-2700256
2026-08-28,SH-ULT-FC,rosebikes.de,OK,Ultegra FC-R8100 Hollowtech II Kurbelgarnitur 2-/12-fach,192.95,EUR,192.95,162.14,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/shimano-ultegra-fc-r8100-hollowtech-ii-kurbelgarnitur-2-12-fach-2700227
2026-08-28,SH-ULT-FC-PM,rosebikes.de,OK,Xtra Watt Plus | Bikes zum besten Preis | Rose Bikes,3300.0,EUR,3300.0,2773.11,19 %,?,meta,ověřit variantu,https://www.rosebikes.de/fahrr%C3%A4der/sale/e-bike/xtra-watt-plus?sf=1
2026-08-28,SH-ULT-CS,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-ULT-CN,rosebikes.de,OK,Deore XT / Ultegra CN-M8100 HG+ 12-fach Kette,27.95,EUR,27.95,23.49,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-deore-xt-ultegra-cn-m8100-hg-12-fach-kette-2678940
2026-08-28,SH-ULT-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-ULT-SET-PM,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-DA-STBR,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-DA-RD,rosebikes.de,OK,Dura-Ace RD-R9250 Di2 Schaltwerk o. B-Achse (Direct Mount),350.95,EUR,350.95,294.92,19 %,vyprodáno,jsonld,vyprodáno,https://www.rosebikes.de/p/shimano-dura-ace-rd-r9250-di2-schaltwerk-o-b-achse-direct-mount-2715076
2026-08-28,SH-DA-FD,rosebikes.de,OK,Dura-Ace FD-R9250-F Di2 Umwerfer für Anlötsockel,279.95,EUR,279.95,235.25,19 %,vyprodáno,jsonld,vyprodáno,https://www.rosebikes.de/p/shimano-dura-ace-fd-r9250-f-di2-umwerfer-fuer-anloetsockel-2700260
2026-08-28,SH-DA-FC,rosebikes.de,OK,Dura Ace Hollowtech II FC-R9200 12-fach Kurbel (52/36),295.0,EUR,295.0,247.9,19 %,vyprodáno,jsonld,vyprodáno,https://www.rosebikes.de/p/shimano-dura-ace-hollowtech-ii-fc-r9200-12-fach-kurbel-5236-2695990
2026-08-28,SH-DA-FC-PM,rosebikes.de,OK,Xtra Watt Plus | Bikes zum besten Preis | Rose Bikes,3300.0,EUR,3300.0,2773.11,19 %,?,meta,ověřit variantu,https://www.rosebikes.de/fahrr%C3%A4der/sale/e-bike/xtra-watt-plus?sf=1
2026-08-28,SH-DA-CS,rosebikes.de,OK,Dura Ace CS-R9200 12-fach Zahnkranz (11-30),145.95,EUR,145.95,122.65,19 %,vyprodáno,jsonld,vyprodáno,https://www.rosebikes.de/p/shimano-dura-ace-cs-r9200-12-fach-zahnkranz-11-30-2705202
2026-08-28,SH-DA-CN,rosebikes.de,OK,XTR/DURA ACE CN-M9100 HG+ Kette 12-fach (118 Glieder),37.95,EUR,37.95,31.89,19 %,vyprodáno,jsonld,vyprodáno,https://www.rosebikes.de/p/shimano-xtrdura-ace-cn-m9100-hg-kette-12-fach-118-glieder-2666335
2026-08-28,SH-DA-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-DA-SET-PM,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-X-BT-DN300,rosebikes.de,OK,BT-DN300 Li-Ion Akku Di2 12-fach integriert für EW-SD300,118.95,EUR,118.95,99.96,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-bt-dn300-li-ion-akku-di2-12-fach-integriert-fuer-ew-sd300-2700197
2026-08-28,SH-X-EW-EC300,rosebikes.de,OK,EW-EC300 Ladekabel interner Akku Di2 12-fach,34.95,EUR,34.95,29.37,19 %,skladem,jsonld,,https://www.rosebikes.de/p/shimano-ew-ec300-ladekabel-interner-akku-di2-12-fach-2700215
2026-08-28,SH-X-RT-CL800,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-X-RT-CL900,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-STBR,rosebikes.de,OK,"RED AXS™ HRD Brems-/Schalthebel inkl. Scheibenbremse, Hinterrad, rechts",518.95,EUR,518.95,436.09,19 %,skladem,jsonld,,https://www.rosebikes.de/p/sram-red-axstm-hrd-brems-schalthebel-inkl-scheibenbremse-hinterrad-rechts-2729329
2026-08-28,SR-RED-RD,rosebikes.de,OK,RED AXS™ 12-fach Schaltwerk,561.95,EUR,561.95,472.23,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/sram-red-axstm-12-fach-schaltwerk-2729359
2026-08-28,SR-RED-FD,rosebikes.de,OK,RED AXS™ Front Umwerfer,360.95,EUR,360.95,303.32,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/sram-red-axstm-front-umwerfer-2729358
2026-08-28,SR-RED-FC,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-FC-PM,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-CS,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-CN,rosebikes.de,OK,Red 22/Force 22 Kettenblatt,23.95,EUR,23.95,20.13,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/sram-red-22force-22-kettenblatt-859274
2026-08-28,SR-RED-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-SET-PM,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-FORCE-STBR,rosebikes.de,OK,"Force AXS™ HRD Brems-/Schalthebel inkl. Scheibenbremse, Hinterrad, rechts",287.95,EUR,287.95,241.97,19 %,skladem,jsonld,,https://www.rosebikes.de/p/sram-force-axstm-hrd-brems-schalthebel-inkl-scheibenbremse-hinterrad-rechts-159619
2026-08-28,SR-FORCE-RD,rosebikes.de,OK,Force AXS™ 12-fach Schaltwerk,271.95,EUR,271.95,228.53,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/sram-force-axstm-12-fach-schaltwerk-159625
2026-08-28,SR-FORCE-FD,rosebikes.de,OK,Force AXS™ 2x12-fach Umwerfer,194.95,EUR,194.95,163.82,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/sram-force-axstm-2x12-fach-umwerfer-159627
2026-08-28,SR-FORCE-FC,rosebikes.de,OK,Force DUB™ 2x12-fach Kurbelgarnitur 48-35 Zähne,304.95,EUR,304.95,256.26,19 %,skladem,jsonld,,https://www.rosebikes.de/p/sram-force-dubtm-2x12-fach-kurbelgarnitur-48-35-zaehne-159638
2026-08-28,SR-FORCE-FC-PM,rosebikes.de,OK,Force 1® AXS™ Power Meter Kurbel 1 x 12-fach,319.95,EUR,319.95,268.87,19 %,skladem,jsonld,,https://www.rosebikes.de/p/sram-force-1r-axstm-power-meter-kurbel-1-x-12-fach-2718601
2026-08-28,SR-FORCE-CS,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-FORCE-CN,rosebikes.de,OK,FORCE 12-/13-fach Kette,38.95,EUR,38.95,32.73,19 %,vyprodáno,jsonld,vyprodáno,https://www.rosebikes.de/p/sram-force-12-13-fach-kette-2678179
2026-08-28,SR-FORCE-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-FORCE-SET-PM,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RIVAL-STBR,rosebikes.de,OK,"Rival AXS™ HRD Brems-/Schalthebel inkl. Scheibenbremse, Hinterrad, rechts",199.95,EUR,199.95,168.03,19 %,skladem,jsonld,,https://www.rosebikes.de/p/sram-rival-axstm-hrd-brems-schalthebel-inkl-scheibenbremse-hinterrad-rechts-159616
2026-08-28,SR-RIVAL-RD,rosebikes.de,OK,Rival AXS™ 12-fach Schaltwerk,229.95,EUR,229.95,193.24,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/sram-rival-axstm-12-fach-schaltwerk-159621
2026-08-28,SR-RIVAL-FD,rosebikes.de,OK,Rival AXS™ 2x12-fach Umwerfer,149.95,EUR,149.95,126.01,19 %,skladem,jsonld,ověřit variantu,https://www.rosebikes.de/p/sram-rival-axstm-2x12-fach-umwerfer-159626
2026-08-28,SR-RIVAL-FC,rosebikes.de,OK,Rival DUB™ 2x12-fach Kurbelgarnitur 46-33 Zähne,141.95,EUR,141.95,119.29,19 %,skladem,jsonld,,https://www.rosebikes.de/p/sram-rival-dubtm-2x12-fach-kurbelgarnitur-46-33-zaehne-159629
2026-08-28,SR-RIVAL-FC-PM,rosebikes.de,OK,Rival AXS™ Power Meter Kurbel 2 x 12-fach,268.95,EUR,268.95,226.01,19 %,skladem,jsonld,,https://www.rosebikes.de/p/sram-rival-axstm-power-meter-kurbel-2-x-12-fach-2700080
2026-08-28,SR-RIVAL-CS,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RIVAL-CN,rosebikes.de,OK,"Rival 2 x 12-fach AXS Kettenblatt, innen",18.95,EUR,18.95,15.92,19 %,předobjednávka,jsonld,,https://www.rosebikes.de/p/sram-rival-2-x-12-fach-axs-kettenblatt-innen-2699864
2026-08-28,SR-RIVAL-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RIVAL-SET-PM,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-FORCE-D2-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RIVAL-D1-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-RED-D1-SET,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-BATTERY,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-CHARGER,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-PACELINE-160,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-PACELINE-X-160,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SR-X-CENTERLINE-XR-160,rosebikes.de,nenalezeno,,,,,,19 %,?,,,
2026-08-28,SH-105-STBR,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-RD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-FD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-FC,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-CS,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-CS2,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-CN,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-STBR,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-RD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-FD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-FC,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-FC-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-CS,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-CN,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-SET-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-STBR,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-RD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-FD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-FC,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-FC-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-CS,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-CN,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-SET-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-BT-DN300,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-EW-EC300,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-RT-CL800,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-RT-CL900,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-STBR,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-RD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FC,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FC-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-CS,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-CN,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-SET-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-STBR,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-RD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FC,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FC-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-CS,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-CN,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-SET-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-STBR,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-RD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FD,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FC,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FC-PM,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-CS,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-CN,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-SET,koloshop.cz,nenalezeno,,,,,,21 %,?,,,
